source_id,reference_id,facility_name,subclass,country,state,latitude,longitude,status_2025,coordinate_quality,coordinate_source,source_url,review_status,review_notes
WorldBank_GFMR_2025,WB_INDIA_FLARE_0075,ONSHORE,gas_flare,India,,28.98931587,75.4443162,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0076,OFFSHORE,gas_flare,India,,15.36550681,80.53098446,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0077,ONSHORE,gas_flare,India,,27.54674957,95.15726844,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0078,ONSHORE,gas_flare,India,,27.10140615,94.74068419,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0079,ONSHORE,gas_flare,India,,26.19755817,93.95974858,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0080,ONSHORE,gas_flare,India,,27.11173376,94.74982167,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0081,ONSHORE,gas_flare,India,,27.72987901,95.62013656,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0082,ONSHORE,gas_flare,India,,27.56238396,95.2811443,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0083,ONSHORE,gas_flare,India,,27.3685047,94.8957231,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0084,ONSHORE,gas_flare,India,,27.2220024,95.34620133,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0085,ONSHORE,gas_flare,India,,27.72384572,95.64305602,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0086,ONSHORE,gas_flare,India,,27.11683729,94.76467736,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0087,ONSHORE,gas_flare,India,,27.15676426,94.93077003,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
WorldBank_GFMR_2025,WB_INDIA_FLARE_0088,ONSHORE,gas_flare,India,,27.48170338,95.23630961,operating,HIGH,World Bank GFMR individual flare-location dataset,https://www.worldbank.org/en/programs/gasflaringreduction/global-flaring-data,CONFIRMED,World Bank GFMR 2025 flare location; external satellite-derived flare reference.
