site_id,model_b_state,confidence,reason,days_since_last,active_days_30,active_days_90,active_days_180,active_days_365,as_of_date
INDIA_SITE_0066161,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066162,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066163,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066164,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066165,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,78,0,1,1,3,2026-09-03
INDIA_SITE_0066166,DORMANT,HIGH,No detection for >90d,486,0,0,0,0,2026-09-03
INDIA_SITE_0066167,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066168,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066169,DORMANT,HIGH,No detection for >90d,257,0,0,0,4,2026-09-03
INDIA_SITE_0066170,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066171,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066172,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066173,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066174,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066175,DORMANT,HIGH,No detection for >90d,289,0,0,0,3,2026-09-03
INDIA_SITE_0066176,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066177,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066178,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066179,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066180,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066181,DORMANT,HIGH,No detection for >90d,483,0,0,0,0,2026-09-03
INDIA_SITE_0066182,DORMANT,HIGH,No detection for >90d,295,0,0,0,2,2026-09-03
INDIA_SITE_0066183,DORMANT,HIGH,No detection for >90d,253,0,0,0,1,2026-09-03
INDIA_SITE_0066184,DORMANT,HIGH,No detection for >90d,294,0,0,0,2,2026-09-03
INDIA_SITE_0066185,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066186,DORMANT,HIGH,No detection for >90d,475,0,0,0,0,2026-09-03
INDIA_SITE_0066187,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066188,PERSISTENT,MEDIUM,Currently active with >=90d history and repeated recent activity,3,3,8,8,28,2026-09-03
INDIA_SITE_0066189,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066190,DORMANT,HIGH,No detection for >90d,316,0,0,0,1,2026-09-03
INDIA_SITE_0066191,DORMANT,HIGH,No detection for >90d,487,0,0,0,0,2026-09-03
INDIA_SITE_0066192,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066193,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066194,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066195,DORMANT,HIGH,No detection for >90d,434,0,0,0,0,2026-09-03
INDIA_SITE_0066196,DORMANT,HIGH,No detection for >90d,293,0,0,0,2,2026-09-03
INDIA_SITE_0066197,DORMANT,HIGH,No detection for >90d,470,0,0,0,0,2026-09-03
INDIA_SITE_0066198,DORMANT,HIGH,No detection for >90d,268,0,0,0,6,2026-09-03
INDIA_SITE_0066199,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066200,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066201,DORMANT,HIGH,No detection for >90d,474,0,0,0,0,2026-09-03
INDIA_SITE_0066202,DORMANT,HIGH,No detection for >90d,286,0,0,0,2,2026-09-03
INDIA_SITE_0066203,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066204,DORMANT,HIGH,No detection for >90d,296,0,0,0,3,2026-09-03
INDIA_SITE_0066205,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066206,DORMANT,HIGH,No detection for >90d,287,0,0,0,1,2026-09-03
INDIA_SITE_0066207,DORMANT,HIGH,No detection for >90d,485,0,0,0,0,2026-09-03
INDIA_SITE_0066208,DORMANT,HIGH,No detection for >90d,294,0,0,0,2,2026-09-03
INDIA_SITE_0066209,DORMANT,HIGH,No detection for >90d,292,0,0,0,6,2026-09-03
INDIA_SITE_0066210,DORMANT,HIGH,No detection for >90d,477,0,0,0,0,2026-09-03
INDIA_SITE_0066211,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066212,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066213,DORMANT,HIGH,No detection for >90d,299,0,0,0,2,2026-09-03
INDIA_SITE_0066214,DORMANT,HIGH,No detection for >90d,481,0,0,0,0,2026-09-03
INDIA_SITE_0066215,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066216,DORMANT,HIGH,No detection for >90d,300,0,0,0,1,2026-09-03
INDIA_SITE_0066217,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066218,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066219,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066220,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066221,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066222,DORMANT,HIGH,No detection for >90d,299,0,0,0,2,2026-09-03
INDIA_SITE_0066223,DORMANT,HIGH,No detection for >90d,489,0,0,0,0,2026-09-03
INDIA_SITE_0066224,DORMANT,HIGH,No detection for >90d,451,0,0,0,0,2026-09-03
INDIA_SITE_0066225,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066226,DORMANT,HIGH,No detection for >90d,494,0,0,0,0,2026-09-03
INDIA_SITE_0066227,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066228,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066229,DORMANT,HIGH,No detection for >90d,265,0,0,0,2,2026-09-03
INDIA_SITE_0066230,DORMANT,HIGH,No detection for >90d,259,0,0,0,2,2026-09-03
INDIA_SITE_0066231,DORMANT,HIGH,No detection for >90d,275,0,0,0,1,2026-09-03
INDIA_SITE_0066232,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066233,DORMANT,HIGH,No detection for >90d,283,0,0,0,1,2026-09-03
INDIA_SITE_0066234,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0066235,DORMANT,HIGH,No detection for >90d,486,0,0,0,0,2026-09-03
INDIA_SITE_0066236,DORMANT,HIGH,No detection for >90d,478,0,0,0,0,2026-09-03
INDIA_SITE_0066237,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0066238,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066239,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0066240,DORMANT,HIGH,No detection for >90d,261,0,0,0,11,2026-09-03
INDIA_SITE_0066241,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066242,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066243,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066244,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066245,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066246,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066247,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066248,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066249,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066250,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066251,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066252,DORMANT,HIGH,No detection for >90d,485,0,0,0,0,2026-09-03
INDIA_SITE_0066253,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066254,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066255,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066256,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066257,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066258,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066259,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066260,DORMANT,HIGH,No detection for >90d,251,0,0,0,3,2026-09-03
INDIA_SITE_0066261,DORMANT,HIGH,No detection for >90d,288,0,0,0,1,2026-09-03
INDIA_SITE_0066262,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066263,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066264,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066265,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066266,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066267,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066268,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066269,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066270,DORMANT,HIGH,No detection for >90d,263,0,0,0,1,2026-09-03
INDIA_SITE_0066271,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066272,DORMANT,HIGH,No detection for >90d,263,0,0,0,5,2026-09-03
INDIA_SITE_0066273,DORMANT,HIGH,No detection for >90d,250,0,0,0,5,2026-09-03
INDIA_SITE_0066274,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0066275,DORMANT,HIGH,No detection for >90d,261,0,0,0,7,2026-09-03
INDIA_SITE_0066276,DORMANT,HIGH,No detection for >90d,262,0,0,0,3,2026-09-03
INDIA_SITE_0066277,DORMANT,HIGH,No detection for >90d,269,0,0,0,2,2026-09-03
INDIA_SITE_0066278,DORMANT,HIGH,No detection for >90d,486,0,0,0,0,2026-09-03
INDIA_SITE_0066279,DORMANT,HIGH,No detection for >90d,477,0,0,0,0,2026-09-03
INDIA_SITE_0066280,DORMANT,HIGH,No detection for >90d,259,0,0,0,1,2026-09-03
INDIA_SITE_0066281,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066282,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066283,DORMANT,HIGH,No detection for >90d,480,0,0,0,0,2026-09-03
INDIA_SITE_0066284,DORMANT,HIGH,No detection for >90d,274,0,0,0,6,2026-09-03
INDIA_SITE_0066285,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066286,DORMANT,HIGH,No detection for >90d,256,0,0,0,3,2026-09-03
INDIA_SITE_0066287,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066288,DORMANT,HIGH,No detection for >90d,456,0,0,0,0,2026-09-03
INDIA_SITE_0066289,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066290,DORMANT,HIGH,No detection for >90d,248,0,0,0,1,2026-09-03
INDIA_SITE_0066291,DORMANT,HIGH,No detection for >90d,479,0,0,0,0,2026-09-03
INDIA_SITE_0066292,DORMANT,MEDIUM,No detection for >90d,93,0,0,1,1,2026-09-03
INDIA_SITE_0066293,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,77,0,1,2,2,2026-09-03
INDIA_SITE_0066294,DORMANT,HIGH,No detection for >90d,479,0,0,0,0,2026-09-03
INDIA_SITE_0066295,DORMANT,HIGH,No detection for >90d,485,0,0,0,0,2026-09-03
INDIA_SITE_0066296,DORMANT,HIGH,No detection for >90d,480,0,0,0,0,2026-09-03
INDIA_SITE_0066297,DORMANT,HIGH,No detection for >90d,268,0,0,0,1,2026-09-03
INDIA_SITE_0066298,DORMANT,HIGH,No detection for >90d,273,0,0,0,2,2026-09-03
INDIA_SITE_0066299,DORMANT,HIGH,No detection for >90d,289,0,0,0,1,2026-09-03
INDIA_SITE_0066300,DORMANT,HIGH,No detection for >90d,285,0,0,0,2,2026-09-03
INDIA_SITE_0066301,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066302,DORMANT,HIGH,No detection for >90d,471,0,0,0,0,2026-09-03
INDIA_SITE_0066303,DORMANT,HIGH,No detection for >90d,289,0,0,0,2,2026-09-03
INDIA_SITE_0066304,DORMANT,HIGH,No detection for >90d,291,0,0,0,3,2026-09-03
INDIA_SITE_0066305,DORMANT,HIGH,No detection for >90d,291,0,0,0,6,2026-09-03
INDIA_SITE_0066306,DORMANT,HIGH,No detection for >90d,285,0,0,0,3,2026-09-03
INDIA_SITE_0066307,DORMANT,HIGH,No detection for >90d,267,0,0,0,4,2026-09-03
INDIA_SITE_0066308,DORMANT,HIGH,No detection for >90d,289,0,0,0,2,2026-09-03
INDIA_SITE_0066309,DORMANT,HIGH,No detection for >90d,297,0,0,0,2,2026-09-03
INDIA_SITE_0066310,DORMANT,HIGH,No detection for >90d,299,0,0,0,1,2026-09-03
INDIA_SITE_0066311,DORMANT,HIGH,No detection for >90d,481,0,0,0,0,2026-09-03
INDIA_SITE_0066312,DORMANT,HIGH,No detection for >90d,281,0,0,0,5,2026-09-03
INDIA_SITE_0066313,DORMANT,HIGH,No detection for >90d,268,0,0,0,5,2026-09-03
INDIA_SITE_0066314,DORMANT,HIGH,No detection for >90d,488,0,0,0,0,2026-09-03
INDIA_SITE_0066315,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066316,DORMANT,HIGH,No detection for >90d,473,0,0,0,0,2026-09-03
INDIA_SITE_0066317,DORMANT,HIGH,No detection for >90d,473,0,0,0,0,2026-09-03
INDIA_SITE_0066318,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066319,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066320,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066321,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066322,DORMANT,HIGH,No detection for >90d,295,0,0,0,1,2026-09-03
INDIA_SITE_0066323,DORMANT,HIGH,No detection for >90d,295,0,0,0,3,2026-09-03
INDIA_SITE_0066324,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066325,DORMANT,HIGH,No detection for >90d,489,0,0,0,0,2026-09-03
INDIA_SITE_0066326,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066327,DORMANT,HIGH,No detection for >90d,278,0,0,0,2,2026-09-03
INDIA_SITE_0066328,DORMANT,HIGH,No detection for >90d,301,0,0,0,2,2026-09-03
INDIA_SITE_0066329,DORMANT,HIGH,No detection for >90d,487,0,0,0,0,2026-09-03
INDIA_SITE_0066330,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066331,DORMANT,HIGH,No detection for >90d,294,0,0,0,1,2026-09-03
INDIA_SITE_0066332,DORMANT,HIGH,No detection for >90d,475,0,0,0,0,2026-09-03
INDIA_SITE_0066333,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066334,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066335,DORMANT,HIGH,No detection for >90d,283,0,0,0,2,2026-09-03
INDIA_SITE_0066336,DORMANT,HIGH,No detection for >90d,283,0,0,0,1,2026-09-03
INDIA_SITE_0066337,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066338,DORMANT,HIGH,No detection for >90d,480,0,0,0,0,2026-09-03
INDIA_SITE_0066339,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066340,DORMANT,HIGH,No detection for >90d,295,0,0,0,2,2026-09-03
INDIA_SITE_0066341,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066342,DORMANT,HIGH,No detection for >90d,263,0,0,0,1,2026-09-03
INDIA_SITE_0066343,DORMANT,HIGH,No detection for >90d,267,0,0,0,2,2026-09-03
INDIA_SITE_0066344,DORMANT,HIGH,No detection for >90d,262,0,0,0,1,2026-09-03
INDIA_SITE_0066345,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066346,DORMANT,HIGH,No detection for >90d,247,0,0,0,2,2026-09-03
INDIA_SITE_0066347,DORMANT,HIGH,No detection for >90d,279,0,0,0,2,2026-09-03
INDIA_SITE_0066348,DORMANT,HIGH,No detection for >90d,262,0,0,0,2,2026-09-03
INDIA_SITE_0066349,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066350,DORMANT,HIGH,No detection for >90d,252,0,0,0,4,2026-09-03
INDIA_SITE_0066351,DORMANT,HIGH,No detection for >90d,484,0,0,0,0,2026-09-03
INDIA_SITE_0066352,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066353,DORMANT,HIGH,No detection for >90d,486,0,0,0,0,2026-09-03
INDIA_SITE_0066354,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066355,DORMANT,HIGH,No detection for >90d,286,0,0,0,3,2026-09-03
INDIA_SITE_0066356,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066357,DORMANT,HIGH,No detection for >90d,289,0,0,0,1,2026-09-03
INDIA_SITE_0066358,DORMANT,HIGH,No detection for >90d,282,0,0,0,1,2026-09-03
INDIA_SITE_0066359,DORMANT,HIGH,No detection for >90d,295,0,0,0,2,2026-09-03
INDIA_SITE_0066360,DORMANT,HIGH,No detection for >90d,273,0,0,0,8,2026-09-03
INDIA_SITE_0066361,DORMANT,HIGH,No detection for >90d,481,0,0,0,0,2026-09-03
INDIA_SITE_0066362,DORMANT,HIGH,No detection for >90d,294,0,0,0,1,2026-09-03
INDIA_SITE_0066363,DORMANT,HIGH,No detection for >90d,313,0,0,0,1,2026-09-03
INDIA_SITE_0066364,DORMANT,HIGH,No detection for >90d,285,0,0,0,3,2026-09-03
INDIA_SITE_0066365,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066366,DORMANT,HIGH,No detection for >90d,284,0,0,0,3,2026-09-03
INDIA_SITE_0066367,DORMANT,HIGH,No detection for >90d,298,0,0,0,1,2026-09-03
INDIA_SITE_0066368,DORMANT,HIGH,No detection for >90d,281,0,0,0,1,2026-09-03
INDIA_SITE_0066369,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066370,DORMANT,HIGH,No detection for >90d,264,0,0,0,3,2026-09-03
INDIA_SITE_0066371,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066372,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066373,DORMANT,HIGH,No detection for >90d,477,0,0,0,0,2026-09-03
INDIA_SITE_0066374,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066375,DORMANT,HIGH,No detection for >90d,279,0,0,0,5,2026-09-03
INDIA_SITE_0066376,DORMANT,HIGH,No detection for >90d,291,0,0,0,1,2026-09-03
INDIA_SITE_0066377,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066378,DORMANT,HIGH,No detection for >90d,283,0,0,0,2,2026-09-03
INDIA_SITE_0066379,DORMANT,HIGH,No detection for >90d,272,0,0,0,1,2026-09-03
INDIA_SITE_0066380,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066381,DORMANT,HIGH,No detection for >90d,287,0,0,0,10,2026-09-03
INDIA_SITE_0066382,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066383,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066384,DORMANT,HIGH,No detection for >90d,294,0,0,0,2,2026-09-03
INDIA_SITE_0066385,DORMANT,HIGH,No detection for >90d,488,0,0,0,0,2026-09-03
INDIA_SITE_0066386,DORMANT,HIGH,No detection for >90d,273,0,0,0,5,2026-09-03
INDIA_SITE_0066387,DORMANT,HIGH,No detection for >90d,294,0,0,0,2,2026-09-03
INDIA_SITE_0066388,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066389,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066390,DORMANT,HIGH,No detection for >90d,491,0,0,0,0,2026-09-03
INDIA_SITE_0066391,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066392,DORMANT,HIGH,No detection for >90d,471,0,0,0,0,2026-09-03
INDIA_SITE_0066393,DORMANT,HIGH,No detection for >90d,304,0,0,0,1,2026-09-03
INDIA_SITE_0066394,DORMANT,HIGH,No detection for >90d,488,0,0,0,0,2026-09-03
INDIA_SITE_0066395,DORMANT,HIGH,No detection for >90d,480,0,0,0,0,2026-09-03
INDIA_SITE_0066396,DORMANT,HIGH,No detection for >90d,475,0,0,0,0,2026-09-03
INDIA_SITE_0066397,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066398,DORMANT,HIGH,No detection for >90d,475,0,0,0,0,2026-09-03
INDIA_SITE_0066399,DORMANT,HIGH,No detection for >90d,290,0,0,0,10,2026-09-03
INDIA_SITE_0066400,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066401,DORMANT,HIGH,No detection for >90d,293,0,0,0,4,2026-09-03
INDIA_SITE_0066402,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066403,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066404,DORMANT,HIGH,No detection for >90d,490,0,0,0,0,2026-09-03
INDIA_SITE_0066405,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066406,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066407,DORMANT,HIGH,No detection for >90d,285,0,0,0,1,2026-09-03
INDIA_SITE_0066408,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066409,DORMANT,HIGH,No detection for >90d,474,0,0,0,0,2026-09-03
INDIA_SITE_0066410,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066411,DORMANT,HIGH,No detection for >90d,264,0,0,0,2,2026-09-03
INDIA_SITE_0066412,DORMANT,HIGH,No detection for >90d,295,0,0,0,1,2026-09-03
INDIA_SITE_0066413,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066414,DORMANT,HIGH,No detection for >90d,303,0,0,0,3,2026-09-03
INDIA_SITE_0066415,INTERMITTENT,MEDIUM,Irregular activity not meeting other state rules,74,0,1,1,1,2026-09-03
INDIA_SITE_0066416,DORMANT,HIGH,No detection for >90d,290,0,0,0,4,2026-09-03
INDIA_SITE_0066417,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066418,DORMANT,HIGH,No detection for >90d,478,0,0,0,0,2026-09-03
INDIA_SITE_0066419,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066420,DORMANT,HIGH,No detection for >90d,469,0,0,0,0,2026-09-03
INDIA_SITE_0066421,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066422,DORMANT,HIGH,No detection for >90d,297,0,0,0,5,2026-09-03
INDIA_SITE_0066423,DORMANT,HIGH,No detection for >90d,474,0,0,0,0,2026-09-03
INDIA_SITE_0066424,DORMANT,HIGH,No detection for >90d,312,0,0,0,1,2026-09-03
INDIA_SITE_0066425,DORMANT,HIGH,No detection for >90d,296,0,0,0,2,2026-09-03
INDIA_SITE_0066426,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066427,DORMANT,HIGH,No detection for >90d,298,0,0,0,1,2026-09-03
INDIA_SITE_0066428,DORMANT,HIGH,No detection for >90d,482,0,0,0,0,2026-09-03
INDIA_SITE_0066429,DORMANT,HIGH,No detection for >90d,316,0,0,0,1,2026-09-03
INDIA_SITE_0066430,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066431,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066432,DORMANT,HIGH,No detection for >90d,340,0,0,0,1,2026-09-03
INDIA_SITE_0066433,DORMANT,HIGH,No detection for >90d,460,0,0,0,0,2026-09-03
INDIA_SITE_0066434,REACTIVATED,LOW,Returned within 30d after >=90d inactive gap,27,1,1,1,4,2026-09-03
INDIA_SITE_0066435,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066436,DORMANT,HIGH,No detection for >90d,492,0,0,0,0,2026-09-03
INDIA_SITE_0066437,DORMANT,HIGH,No detection for >90d,316,0,0,0,1,2026-09-03
INDIA_SITE_0066438,DORMANT,HIGH,No detection for >90d,479,0,0,0,0,2026-09-03
INDIA_SITE_0066439,DORMANT,HIGH,No detection for >90d,314,0,0,0,1,2026-09-03
INDIA_SITE_0066440,DORMANT,HIGH,No detection for >90d,306,0,0,0,1,2026-09-03
INDIA_SITE_0066441,DORMANT,HIGH,No detection for >90d,493,0,0,0,0,2026-09-03
INDIA_SITE_0066442,DORMANT,HIGH,No detection for >90d,473,0,0,0,0,2026-09-03
INDIA_SITE_0066443,DORMANT,HIGH,No detection for >90d,477,0,0,0,0,2026-09-03
